"keyword"	"group"
"SQL/Oracle"	"Databases & Data Stores"
"SQL/PostgreSQL"	"Databases & Data Stores"
"SQLAlchemy"	"Other / Unclassified"
"SQLite"	"Databases & Data Stores"
"Sqlmap"	"Other / Unclassified"
"SQS"	"Cloud & Managed Services"
"SQS AWS Lambda"	"Cloud & Managed Services"
"SSAS"	"Other / Unclassified"
"SSAS Tabular"	"Other / Unclassified"
"SSH"	"Other / Unclassified"
"SSIS"	"Other / Unclassified"
"SSL"	"Other / Unclassified"
"SSL VPN"	"Other / Unclassified"
"SSLStrip"	"Other / Unclassified"
"SSMS"	"Other / Unclassified"
"SSO"	"Other / Unclassified"
"SSP"	"Other / Unclassified"
"SSRS"	"Other / Unclassified"
"SSWiN"	"Other / Unclassified"
"Stackdriver"	"Other / Unclassified"
"standalone"	"Other / Unclassified"
"Stash"	"Other / Unclassified"
"Statistica"	"Other / Unclassified"
"StencilJS"	"Other / Unclassified"
"Step Functions"	"Cloud & Managed Services"
"STL"	"Other / Unclassified"
"STM32"	"Other / Unclassified"
"Storage"	"Other / Unclassified"
"Storage Accounts i KeyVault"	"Other / Unclassified"
"Storage systems"	"Other / Unclassified"
"Stormshield"	"Other / Unclassified"
"Story Mapping"	"Other / Unclassified"
"Storybook"	"Other / Unclassified"
"STP"	"Other / Unclassified"
"STRAPI"	"Other / Unclassified"
"Streamlit"	"Other / Unclassified"
"Stripe"	"Other / Unclassified"
"Strong analytical and pr"	"Other / Unclassified"
"Structure"	"Other / Unclassified"
"Studio5000"	"Other / Unclassified"
"substance painter"	"Other / Unclassified"
"Success Factors"	"Other / Unclassified"
"Successfactors"	"Other / Unclassified"
"SuiteBuilder"	"Other / Unclassified"
"Suiteflow"	"Other / Unclassified"
"SuiteScript"	"Other / Unclassified"
"SuiteScripts"	"Other / Unclassified"
"SuiteTalk"	"Other / Unclassified"
"SuiteTalk SOAP & REST"	"Other / Unclassified"
"sumiennoæ"	"Other / Unclassified"
"Sumo Logic"	"Other / Unclassified"
"Superset"	"Other / Unclassified"
"Support"	"Other / Unclassified"
"SUSE Rancher"	"Other / Unclassified"
"Svelte"	"Frameworks & Platforms"
"SVG"	"Other / Unclassified"
"SVN"	"Other / Unclassified"
"Swagger"	"Tools & Collaboration"
"Swagger/OpenAPI"	"Tools & Collaboration"
"SWD"	"Other / Unclassified"
"Swift"	"Programming Languages"
"Swift Concurrency"	"Other / Unclassified"
"Swift Package Manager"	"Other / Unclassified"
"Swift UI"	"Other / Unclassified"
"SwiftUI"	"Other / Unclassified"
"SwiftUI/UIKit"	"Other / Unclassified"
"Swing"	"Other / Unclassified"
"Switch"	"Other / Unclassified"
"switche"	"Other / Unclassified"
"switches"	"Other / Unclassified"
"Switching"	"Other / Unclassified"
"Switching & Firewalling"	"Other / Unclassified"
"Sybase"	"Other / Unclassified"
"Sylius"	"Other / Unclassified"
"Symantec"	"Other / Unclassified"
"Symantec DLP"	"Other / Unclassified"
"Symfonia"	"Other / Unclassified"
"Symfonia ERP"	"Other / Unclassified"
"Symfony"	"Frameworks & Platforms"
"Symfony 6"	"Frameworks & Platforms"
"Synapse"	"Cloud & Managed Services"
"Syndigo Enterprise Data Suite"	"Other / Unclassified"
"Synology"	"Other / Unclassified"
"Synopsys Coverity"	"Other / Unclassified"
"syntax"	"Other / Unclassified"
"syslog"	"Other / Unclassified"
"Syslog-ng"	"Other / Unclassified"
"system administration"	"Other / Unclassified"
"System Center Configuration Manager"	"Other / Unclassified"
"System Control"	"Other / Unclassified"
"system erp enova365"	"Other / Unclassified"
"System operacyjny Windows"	"Other / Unclassified"
"System ticketowy"	"Other / Unclassified"
"system zarz¹dzania drukiem np.: PaperCut / SafeQ / uniFLOW"	"Other / Unclassified"
"SystemC"	"Other / Unclassified"
"SystemVerilog"	"Other / Unclassified"
"systemy klasy SIEM/SOAR"	"Other / Unclassified"
"Systemy MDM (Mobile Device Management"	"Other / Unclassified"
"systemy operacyjne"	"Other / Unclassified"
"systemy SIEM/SOAR"	"Other / Unclassified"
"Systemy Symfonia"	"Other / Unclassified"
"SysTrack"	"Other / Unclassified"
"SysTrack suite"	"Other / Unclassified"
"Szkolenia LABView"	"Other / Unclassified"
"szyfrowanie danych"	"Other / Unclassified"
"T-SQL"	"Programming Languages"
"T-SQL/PL-SQL"	"Other / Unclassified"
"T-SQL/SSMS"	"Other / Unclassified"
"Tableau"	"Tools & Collaboration"
"Tabular Editor"	"Other / Unclassified"
"Tagetik"	"Other / Unclassified"
"Tailscale"	"Other / Unclassified"
"Tailwind"	"Other / Unclassified"
"Tailwind CSS"	"Other / Unclassified"
"TailwindCSS"	"Other / Unclassified"
"Talend"	"Other / Unclassified"
"TalkBack"	"Other / Unclassified"
"Tanium"	"Other / Unclassified"
"TanStack"	"Other / Unclassified"
"TanStack Query"	"Other / Unclassified"
"Target"	"Other / Unclassified"
"TCP/IP"	"Other / Unclassified"
"TCP/IP networks (IPv4"	"Other / Unclassified"
"TCP/IP sieci"	"Other / Unclassified"
"TCP/IT"	"Other / Unclassified"
"TCPWave"	"Other / Unclassified"
"TDD"	"Methodologies & Concepts"
"Team Leadership"	"Other / Unclassified"
"Teamcenter"	"Other / Unclassified"
"TeamCity"	"Tools & Collaboration"
"Teams"	"Other / Unclassified"
"TeamViewer"	"Other / Unclassified"
"technologie DNS/DHCP/PKI"	"Other / Unclassified"
"Telecommunication"	"Other / Unclassified"
"Telerik Fiddler"	"Other / Unclassified"
"Temenos Core Banking"	"Other / Unclassified"
"Tenable"	"Other / Unclassified"
"TensorFlow"	"Libraries"
"TensorRT"	"Other / Unclassified"
"Teradata"	"Databases & Data Stores"
"Terraform"	"Tools & Collaboration"
"Terragrunt"	"Other / Unclassified"
"Test Automation"	"Other / Unclassified"
"TestComplete"	"Other / Unclassified"
"Testcontainers"	"Other / Unclassified"
"TestFlo"	"Other / Unclassified"
"Testing"	"Other / Unclassified"
"TestLink"	"Other / Unclassified"
"TestNG"	"Other / Unclassified"
"testowanie API"	"Other / Unclassified"
"testowanie manualne"	"Other / Unclassified"
"TestRail"	"Other / Unclassified"
"testy penetracyjne"	"Other / Unclassified"
"ThreatConnect"	"Other / Unclassified"
"Three.js"	"Other / Unclassified"
"TIA"	"Other / Unclassified"
"TIA Portal"	"Other / Unclassified"
"Tibco"	"Other / Unclassified"
"Ticket System"	"Other / Unclassified"
"ticketing systems"	"Other / Unclassified"
"ticketowe systemy wsparcia u¿ytkowników (m.in. MantisBT"	"Other / Unclassified"
"Ticontract"	"Other / Unclassified"
"TikTok Ads"	"Other / Unclassified"
"TimescaleDB"	"Other / Unclassified"
"TimoCom"	"Other / Unclassified"
"TLS"	"Other / Unclassified"
"TM/TC"	"Other / Unclassified"
"TM1"	"Other / Unclassified"
"TMF Open API"	"Other / Unclassified"
"TMS"	"Other / Unclassified"
"TOAD"	"Other / Unclassified"
"TOGAF"	"Other / Unclassified"
"Tokens Studio"	"Other / Unclassified"
"Tomcat"	"Other / Unclassified"
"Torch/PyTorch"	"Libraries"
"Tosca"	"Other / Unclassified"
"TPM Platforms"	"Other / Unclassified"
"Transfer Agency"	"Other / Unclassified"
"Transformer architecture"	"Other / Unclassified"
"Transformers"	"Other / Unclassified"
"Transportation Management System"	"Other / Unclassified"
"Trello"	"Other / Unclassified"
"Tricentis NeoLoad"	"Other / Unclassified"
"Trino"	"Other / Unclassified"
"Triton"	"Other / Unclassified"
"Triton Inference Server"	"Other / Unclassified"
"Trivy"	"Other / Unclassified"
"Turbopack"	"Other / Unclassified"
"Twig"	"Other / Unclassified"
"Tworzenie rozwi¹zañ automatyzacji bazuj¹cych na AI"	"Other / Unclassified"
"Tworzenie strategii testu"	"Other / Unclassified"
"TWS/OPC"	"Other / Unclassified"
"Tyk"	"Other / Unclassified"
"TypeORM"	"Other / Unclassified"
"TypeScript"	"Programming Languages"
"TypeScript/JavaScript"	"Other / Unclassified"
"UAM"	"Other / Unclassified"
"UART"	"Other / Unclassified"
"UAT"	"Other / Unclassified"
"Ubiquiti"	"Other / Unclassified"
"Ubuntu"	"Other / Unclassified"
"uczenie maszynowe"	"Other / Unclassified"
"Uczestnictwo w procesach RFQ"	"Other / Unclassified"
"UDP"	"Other / Unclassified"
"UI"	"Other / Unclassified"
"UI & API automation frameworks"	"Other / Unclassified"
"UI5"	"Other / Unclassified"
"UIKit"	"Other / Unclassified"
"UiPath"	"Other / Unclassified"
"UiPath Orchestrator"	"Other / Unclassified"
"UiPath Studio"	"Other / Unclassified"
"Umbraco"	"Other / Unclassified"
"Umiejêtnoæ czytania dokumentacji technicznej bêdzie dodatkowym atutem"	"Other / Unclassified"
"Umiejêtnoæ czytania prostych rysunków technicznych"	"Other / Unclassified"
"Umiejêtnoæ pracy samodzielnej i zesp"	"Other / Unclassified"
"umiejêtnoæ pracy w zespole oraz koordynowania z³o¿onych projektów"	"Other / Unclassified"
"Umiejêtnoæ wykonywania instrukcji"	"Other / Unclassified"
"umiejêtnoæ zarz¹dzania informacj¹ oraz pracy z du¿¹ iloci¹ dokumentów"	"Other / Unclassified"
"Umiejêtnoci merytoryczne"	"Other / Unclassified"
"UML"	"Methodologies & Concepts"
"UniFlow"	"Other / Unclassified"
"Unit"	"Other / Unclassified"
"Unit Testing"	"Other / Unclassified"
"unit tests"	"Other / Unclassified"
"Unity"	"Other / Unclassified"
"Unity 3D"	"Other / Unclassified"
"Unity Catalog"	"Other / Unclassified"
"UnityPro"	"Other / Unclassified"
"Unix"	"Other / Unclassified"
"Unix / Linux"	"Other / Unclassified"
"Unix/Linux"	"Other / Unclassified"
"Unreal Engine"	"Other / Unclassified"
"UPM"	"Other / Unclassified"
"Upsource"	"Other / Unclassified"
"URLScan.io"	"Other / Unclassified"
"User Stories"	"Other / Unclassified"
"User Zoom"	"Other / Unclassified"
"Usprawnienia procesu testu bazuj¹c na danych z systemu Quality Line"	"Other / Unclassified"
"UTM"	"Other / Unclassified"
"UTM / NGFW"	"Other / Unclassified"
"Uwaga: Osoby"	"Other / Unclassified"
"UWB"	"Other / Unclassified"
"UX"	"Other / Unclassified"
"UX Design"	"Other / Unclassified"
"UX Writer"	"Other / Unclassified"
"UX/UI"	"Other / Unclassified"
"UXPin"	"Other / Unclassified"
"VA"	"Other / Unclassified"
"Vanilla Kubernetes"	"Frameworks & Platforms"
"VanillaJS/React"	"Frameworks & Platforms"
"varcond"	"Other / Unclassified"
"Varnish"	"Other / Unclassified"
"Vault"	"Other / Unclassified"
"Vault CRM"	"Other / Unclassified"
"vavr/Scala"	"Other / Unclassified"
"VB"	"Other / Unclassified"
"VB.NET"	"Frameworks & Platforms"
"VB6"	"Other / Unclassified"
"VBA"	"Other / Unclassified"
"vCenter"	"Other / Unclassified"
"Vector CANoe"	"Other / Unclassified"
"Vector Database"	"Other / Unclassified"
"Vector Databases"	"Other / Unclassified"
"Veeam"	"Other / Unclassified"
"Veeam/ Sql"	"Other / Unclassified"
"Veeva CRM"	"Other / Unclassified"
"Velero"	"Other / Unclassified"
"VeloCloud"	"Cloud & Managed Services"
"Venture"	"Other / Unclassified"
"Vertex AI"	"Cloud & Managed Services"
"VictoriaLogs"	"Other / Unclassified"
"Vim"	"Other / Unclassified"
"VIPER"	"Other / Unclassified"
"Viptela"	"Other / Unclassified"
"Virtual Agents"	"Other / Unclassified"
"Virtual Network"	"Other / Unclassified"
"VirtualBox"	"Other / Unclassified"
"Virtualization"	"Other / Unclassified"
"VirusTotal"	"Other / Unclassified"
"Visio"	"Other / Unclassified"
"Vision Transformers (ViT) / Siamese Networks / Metric Learning"	"Cloud & Managed Services"
"Visual Basic"	"Other / Unclassified"
"Visual Studio"	"Other / Unclassified"
"Visual Studio Code"	"Other / Unclassified"
"Visualfabriq"	"Other / Unclassified"
"VisualStudio (C#"	"Other / Unclassified"
"Vite"	"Other / Unclassified"
"Vitest"	"Other / Unclassified"
"Vizlib"	"Other / Unclassified"
"VLAN"	"Other / Unclassified"
"VMware"	"Frameworks & Platforms"
"VMware Cloud"	"Cloud & Managed Services"
"VMware ESX"	"Other / Unclassified"
"VMWare ESXi"	"Other / Unclassified"
"VMware vCenter"	"Other / Unclassified"
"Vmware vSphere"	"Other / Unclassified"
"VNC"	"Other / Unclassified"
"VNET/Subnets"	"Other / Unclassified"
"VoiceOver"	"Other / Unclassified"
"VoIP"	"Other / Unclassified"
"VPN"	"Other / Unclassified"
"VPN (IPSec"	"Other / Unclassified"
"VPN Client"	"Other / Unclassified"
"VPN Gateway"	"Other / Unclassified"
"VPS"	"Other / Unclassified"
"VS Code"	"Other / Unclassified"
"vSphere"	"Other / Unclassified"
"vSphere Hardware"	"Other / Unclassified"
"VTOM"	"Other / Unclassified"
"Vue"	"Frameworks & Platforms"
"Vue.js"	"Frameworks & Platforms"
"Vue.js/Nuxt"	"Frameworks & Platforms"
"Vuetify"	"Frameworks & Platforms"
"Vulnerability Management"	"Other / Unclassified"
"VyOS"	"Other / Unclassified"
"w tym w szczególnoci z zakresu sieci teleinformatycznych i baz danych"	"Other / Unclassified"
"w zale¿noci od specjalizacji"	"Other / Unclassified"
"WAF"	"Other / Unclassified"
"WAL"	"Other / Unclassified"
"WAN"	"Other / Unclassified"
"Warehouse Management Systems"	"Other / Unclassified"
"Waterfall"	"Other / Unclassified"
"Watchguard"	"Other / Unclassified"
"WAVE"	"Other / Unclassified"
"Wazuh"	"Other / Unclassified"
"WCAG"	"Other / Unclassified"
"WCF"	"Other / Unclassified"
"Weaviate"	"Other / Unclassified"
"Web Activity"	"Other / Unclassified"
"web analytics"	"Other / Unclassified"
"web applications"	"Other / Unclassified"
"Web Components"	"Other / Unclassified"
"Web Ontology Language"	"Other / Unclassified"
"Web Service"	"Other / Unclassified"
"Web Services"	"Other / Unclassified"
"Web/Mobile Applications"	"Other / Unclassified"
"Webankieta"	"Other / Unclassified"
"WebAPI"	"Other / Unclassified"
"WebAPI/REST"	"Other / Unclassified"
"WebAssembly"	"Other / Unclassified"
"WEBCON"	"Other / Unclassified"
"Webcon BPS"	"Other / Unclassified"
"WebDriver"	"Other / Unclassified"
"Webflow"	"Other / Unclassified"
"WebFlux"	"Other / Unclassified"
"Webhooks"	"Other / Unclassified"
"WebLogic"	"Other / Unclassified"
"webpack"	"Other / Unclassified"
"WebRTC"	"Other / Unclassified"
"Webserices"	"Other / Unclassified"
"WebService"	"Other / Unclassified"
"WebServices"	"Other / Unclassified"
"WebSocket"	"Other / Unclassified"
"WebSphere"	"Other / Unclassified"
"WebView"	"Other / Unclassified"
"Whiteboard"	"Other / Unclassified"
"Wi-Fi"	"Other / Unclassified"
"Wiedza semantyczna"	"Other / Unclassified"
"wiki.js"	"Other / Unclassified"
"Wildfly"	"Other / Unclassified"
"WinDbg"	"Other / Unclassified"
"Windchill"	"Other / Unclassified"
"Windows"	"Frameworks & Platforms"
"Windows 10"	"Other / Unclassified"
"Windows 10 / Windows 11"	"Other / Unclassified"
"Windows 10-11"	"Other / Unclassified"
"Windows 10/11"	"Other / Unclassified"
"Windows 11"	"Other / Unclassified"
"Windows 365"	"Other / Unclassified"
"Windows Desktop"	"Other / Unclassified"
"Windows Operating System"	"Other / Unclassified"
"Windows PowerShell"	"Other / Unclassified"
"Windows Server"	"Frameworks & Platforms"
"Windows Servers"	"Other / Unclassified"
"WinForms"	"Other / Unclassified"
"WinUI"	"Other / Unclassified"
"WireMock"	"Other / Unclassified"
"Wireshark"	"Other / Unclassified"
"Wirtualizacja"	"Other / Unclassified"
"wirtualizacja serwerów w rodowisku on-premise"	"Other / Unclassified"
"WIX"	"Other / Unclassified"
"Wiz API"	"Other / Unclassified"
"Wiz Sensor"	"Other / Unclassified"
"WLAN"	"Other / Unclassified"
"WMI"	"Other / Unclassified"
"WMS"	"Other / Unclassified"
"Word"	"Other / Unclassified"
"WordPress"	"Other / Unclassified"
"Workato"	"Other / Unclassified"
"Workbench"	"Other / Unclassified"
"Workday"	"Other / Unclassified"
"Workday EIB"	"Other / Unclassified"
"Workday HCM"	"Other / Unclassified"
"Workday Recruiting"	"Cloud & Managed Services"
"Workday Studio"	"Other / Unclassified"
"Workday Talent & Performance"	"Other / Unclassified"
"Workflow"	"Other / Unclassified"
"Workflow Configuration"	"Other / Unclassified"
"Workflows"	"Other / Unclassified"
"Workiva"	"Other / Unclassified"
"WPF"	"Other / Unclassified"
"WSO2"	"Other / Unclassified"
"wspó³praca z zespo³ami technicznymi"	"Other / Unclassified"
"WSS"	"Other / Unclassified"
"WSUS"	"Other / Unclassified"
"Wybór i adaptacja rozwi¹zañ testowych"	"Other / Unclassified"
"wykonawczej i powykonawczej"	"Other / Unclassified"
"Wymagania dodatkowe (bêd¹ce przedmiotem oceny)"	"Other / Unclassified"
"wys"	"Other / Unclassified"
"Wysokie standardy etyczne i kultura"	"Other / Unclassified"
"X-Ray"	"Other / Unclassified"
"X++"	"Other / Unclassified"
"x86/x64 assembly"	"Other / Unclassified"
"XAdES"	"Other / Unclassified"
"Xbox"	"Other / Unclassified"
"Xcode"	"Other / Unclassified"
"XCTest"	"Other / Unclassified"
"XCUITest"	"Other / Unclassified"
"XDR"	"Other / Unclassified"
"XDR/EDR"	"Other / Unclassified"
"XGBoost"	"Other / Unclassified"
"XHTML"	"Other / Unclassified"
"XML"	"Other / Unclassified"
"XPath"	"Other / Unclassified"
"Xpediter"	"Other / Unclassified"
"Xray"	"Other / Unclassified"
"XSD"	"Other / Unclassified"
"XSLT"	"Other / Unclassified"
"XSS"	"Other / Unclassified"
"Xunit"	"Other / Unclassified"
"Xurent"	"Other / Unclassified"
"XWiki"	"Other / Unclassified"
"YAML"	"Other / Unclassified"
"YARA"	"Other / Unclassified"
"yarn"	"Tools & Collaboration"
"YetiCRM"	"Other / Unclassified"
"Yii"	"Other / Unclassified"
"yii2"	"Other / Unclassified"
"Yocto"	"Other / Unclassified"
"z/OS"	"Other / Unclassified"
"Zaanga¿owanie w wykonywanie powierzonych zadañ"	"Other / Unclassified"
"Zabbix"	"Tools & Collaboration"
"Zagadnienia Cyber Security"	"Other / Unclassified"
"Zagadnienia sieciowe"	"Other / Unclassified"
"zainteresowanie marketingiem"	"Other / Unclassified"
"Zed Attack Proxy"	"Other / Unclassified"
"Zendesk"	"Other / Unclassified"
"Zephyr"	"Other / Unclassified"
"Zephyr RTOS"	"Other / Unclassified"
"Zeplin"	"Other / Unclassified"
"Zeppelin"	"Other / Unclassified"
"Zero Trust"	"Other / Unclassified"
"Zero Trust principles"	"Other / Unclassified"
"ZeroFox"	"Other / Unclassified"
"ZeroMQ"	"Other / Unclassified"
"ZeroTrust"	"Other / Unclassified"
"Zimbra"	"Other / Unclassified"
"zna Ads"	"Other / Unclassified"
"znajomoæ BPMN"	"Other / Unclassified"
"Znajomoæ HACCP oraz wymagañ standardów zarz¹dzania jakoci¹ BRCGS"	"Other / Unclassified"
"znajomoæ JavaScript"	"Other / Unclassified"
"Znajomoæ jêzyka angielskiego na poziomie umo¿liwiaj¹cym pracê z dokumentacj¹"	"Other / Unclassified"
"Znajomoæ jêzyka angielskiego w stopniu komunikatywnym"	"Other / Unclassified"
"Znajomoæ oprogramowania do sterowników Siemens  Step 7 oraz TIA Portal"	"Other / Unclassified"
"Znajomoæ SQL"	"Other / Unclassified"
"Znajomoæ systemów gie³d transportowych (np. Trans"	"Other / Unclassified"
"znajomoæ systemów informatycznych obs³ugi kadrowo-p³acowej"	"Other / Unclassified"
"Znajomoæ systemów Windows i pakietów biurowych"	"Other / Unclassified"
"Znajomoæ Windows 10/11"	"Other / Unclassified"
"znasz jêzyk angielski na poziomie B1"	"Other / Unclassified"
"Znuny"	"Other / Unclassified"
"Zoho Desk"	"Other / Unclassified"
"Zrozumienie technologii medycznych (np. cewniki"	"Other / Unclassified"
"ZScaler"	"Other / Unclassified"
"ZTNA"	"Other / Unclassified"
"Zustand"	"Other / Unclassified"
"Zuul CI"	"Other / Unclassified"
