title,mapped_industry,position_level
Administrator - Zarządca nieruchomości (M/K),Construction & Real Estate,"[""junior specialist"", ""specialist""]"
Administrator - Zarządca Nieruchomości,Construction & Real Estate,"[""specialist""]"
Administrator - Zarządca nieruchomości - wspólnot mieszkaniowych,Construction & Real Estate,"[""specialist""]"
Administratorka / Administrator aplikacji bankowości inwestycyjnej,IT & Digital Tech,"[""specialist""]"
Administratorka / Administrator Aplikacji GAP,IT & Digital Tech,"[""expert""]"
Administratorka / Administrator aplikacji rozliczeń i rachunkowości,IT & Digital Tech,"[""specialist""]"
Administratorka / Administrator ds. DLP,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Administratorka/Administrator Inwentaryzacji i Gospodarki Magazynowej,Logistics & Supply Chain,"[""specialist""]"
Administratorka / Administrator Magazynu,Logistics & Supply Chain,"[""senior specialist""]"
Administratorka / Administrator Red Hat OpenShift,IT & Digital Tech,"[""specialist""]"
Administratorka / Administrator systemów pocztowych,IT & Digital Tech,"[""specialist""]"
Administratorka / Administrator Systemu Transakcyjnego,IT & Digital Tech,"[""specialist""]"
Administratorka Systemów IT / Administrator Systemów IT / Site Reliability Engineer (SRE),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Adobe Experience Manager (AEM) Developer (f/m),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Ads Sales Specialist (They/She/He),Technical Sales & B2B,"[""specialist""]"
AdTech Solution Architect,IT & Digital Tech,"[""senior specialist"", ""expert""]"
Advanced SEO specialists,Marketing & Creative,"[""senior specialist""]"
"Advanced User (m,k,x)",IT & Digital Tech,"[""specialist""]"
Advertising Business Partner,Technical Sales & B2B,"[""specialist""]"
Advisor – Sales Audit Team (K/M),Finance & Banking,"[""junior specialist"", ""specialist""]"
Adwokat / Adwokatka,Legal & Compliance,"[""specialist""]"
Adwokat / Adwokatka - Radca prawny / Radczyni prawna - Aplikant / Aplikantka,Legal & Compliance,"[""junior specialist"", ""specialist""]"
Adwokat / Adwokatka - Radca Prawny / Radczyni Prawna ds. Zamówień Publicznych,Legal & Compliance,"[""specialist""]"
Adwokat / Adwokatka - Radca prawny / Radczyni prawna,Legal & Compliance,"[""specialist""]"
Adwokat / Adwokatka - Radca Prawny / Radczyni Prawna,Legal & Compliance,"[""junior specialist""]"
Adwokat / Adwokatka - Radca Prawny / Radczyni Prawna,Legal & Compliance,"[""specialist""]"
Adwokat / Adwokatka/ Radca prawny/ Radczyni prawna/ Senior Associate - obsługa spółek,Legal & Compliance,"[""senior specialist""]"
"Adwokat / Adwokatka - Radca Prawny / Radczyni Prawna (Usługi IT, umowy Microsoft)",Legal & Compliance,"[""senior specialist""]"
Adwokat / Adwokatka,Finance & Banking,"[""senior specialist"", ""expert""]"
Adwokat - Aplikant Adwokacki,Legal & Compliance,"[""junior specialist""]"
Adwokat lub Radca Prawny (k/m),Finance & Banking,"[""specialist""]"
Adwokat - Radca prawny do Działu Ochrony Konsumentów (k/m),Legal & Compliance,"[""specialist""]"
Adwokat / Radca Prawny do upadłości (k/m),Legal & Compliance,"[""specialist""]"
Adwokat - Radca Prawny do zespołu prawa pracy (k/m),Legal & Compliance,"[""specialist""]"
Adwokat - Radca prawny (k/m),Legal & Compliance,"[""specialist""]"
Adwokat / Radca prawny K/M,Legal & Compliance,"[""specialist""]"
Adwokat - Radca prawny (K/M),Legal & Compliance,"[""specialist""]"
Adwokat - Radca Prawny (K/M/N) do Działu Prawa Karnego i Compliance,Legal & Compliance,"[""senior specialist""]"
Adwokat / Radca Prawny (K/M) w Zespole Prawa Nieruchomości,Legal & Compliance,"[""specialist""]"
Adwokat - Radca prawny - k/m,Legal & Compliance,"[""specialist""]"
Adwokat / Radca prawny (k/m),Legal & Compliance,"[""specialist""]"
Adwokat - Radca prawny - ochrona danych osobowych (k/m),Legal & Compliance,"[""specialist""]"
Adwokat - Radca prawny - prawo spółek (k/m),Legal & Compliance,"[""specialist""]"
Adwokat / Radca Prawny -Specjalista w zakresie zamówień publicznych,Legal & Compliance,"[""specialist"", ""senior specialist""]"
Adwokat / Radca Prawny w dziale Energy / Corporate,Technical Sales & B2B,"[""specialist""]"
Adwokat/Radca Prawny w Dziale Prawa Pracy,Legal & Compliance,"[""senior specialist""]"
Adwokat / Radca Prawny w Zespole Commercial Law K/M,Legal & Compliance,"[""junior specialist""]"
"Adwokat / Radca Prawny – Zespół Fintech (AML, compliance, kryptowaluty, licencje KNF) K/M",Finance & Banking,"[""specialist""]"
Adwokat - specjalizacja karna (k/m),Legal & Compliance,"[""specialist""]"
Affiliate Specialist,Marketing & Creative,"[""specialist"", ""senior specialist""]"
After Sales Data Management Clerk (f/m),Engineering & Design,"[""junior specialist"", ""specialist""]"
After-Sales Project Manager / Inżynier Wsparcia Posprzedażowego​ (K/M),Engineering & Design,"[""specialist""]"
Aftersales Manager (automotive),Engineering & Design,"[""manager""]"
Aftersales Specialist with German,Technical Sales & B2B,"[""specialist""]"
Agency Account Manager OOH,Technical Sales & B2B,"[""specialist"", ""senior specialist""]"
Agent/ Agentka - Asystent/ Asystentka do spraw celnych,Logistics & Supply Chain,"[""assistant"", ""junior specialist""]"
Agent / Agentka Call Center,Finance & Banking,"[""assistant""]"
Agent / Agentka Call Center,Marketing & Creative,"[""assistant""]"
Agent / Agentka Call Center,IT & Digital Tech,"[""assistant"", ""junior specialist""]"
Agent / Agentka celna,Logistics & Supply Chain,"[""specialist""]"
Agent / Agentka - Doradca / Doradczyni ds. nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent / Agentka ds. nieruchomości,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent / Agentka ds. nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent / Agentka ds. obrotu nieruchomościami,Technical Sales & B2B,"[""specialist"", ""senior specialist""]"
Agent / Agentka ds. obsługi pojazdów i wynajmu,Skilled Trades,"[""assistant""]"
Agent / Agentka ds. Operacji Naziemnych,Engineering & Design,"[""junior specialist"", ""specialist""]"
Agent / Agentka ds. ubezpieczeń,Finance & Banking,"[""specialist""]"
Agent / Agentka ds. ubezpieczeń,Medicine & Pharma,"[""specialist""]"
Agent / Agentka ds. wynajmu samochodów - Bydgoszcz,Logistics & Supply Chain,"[""manual worker""]"
Agent / Agentka ds. wynajmu samochodów - Gdańsk,Logistics & Supply Chain,"[""manual worker""]"
Agent / Agentka ds. wynajmu samochodów,Logistics & Supply Chain,"[""manual worker""]"
Agent / Agentka ds. wynajmu samochodów - Lublin,Logistics & Supply Chain,"[""manual worker""]"
Agent / Agentka ds. wynajmu samochodów - Poznań,Logistics & Supply Chain,"[""manual worker""]"
Agent / Agentka ds. wynajmu samochodów,Technical Sales & B2B,"[""specialist""]"
Agent / Agentka ds. wynajmu samochodów - Szczecin,Logistics & Supply Chain,"[""manual worker""]"
Agent / Agentka ds. Wynajmu - Słupsk,Logistics & Supply Chain,"[""manual worker""]"
Agent / Agentka ds. wynajmu - Toruń,Logistics & Supply Chain,"[""manual worker""]"
Agent / Agentka Nieruchomości,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent / Agentka Nieruchomości,Finance & Banking,"[""specialist"", ""senior specialist""]"
Agent / Agentka Nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent / Agentka nieruchomości,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent / Agentka nieruchomości,Construction & Real Estate,"[""specialist""]"
Agent / Agentka nieruchomości do zadań specjalnych,Technical Sales & B2B,"[""specialist"", ""senior specialist""]"
Agent / Agentka nieruchomości - Doradca ds. nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent / Agentka nieruchomości - Doradca ds. nieruchomości,Construction & Real Estate,"[""junior specialist"", ""specialist""]"
Agent / Agentka nieruchomości - Doradca ds. nieruchomości,Construction & Real Estate,"[""specialist""]"
Agent / Agentka nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent / Agentka nieruchomości premium,Construction & Real Estate,"[""specialist""]"
Agent / Agentka nieruchomości / Real Estate Agent,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent / Agentka nieruchomości - Specjalista / Specjalistka ds. sprzedaży nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent / Agentka nieruchomości - Specjalista / Specjalistka ds. sprzedaży nieruchomości,Construction & Real Estate,"[""specialist""]"
Agent / Agentka Nieruchomości,Technical Sales & B2B,"[""senior specialist"", ""expert""]"
Agent / Agentka Nieruchomości,Technical Sales & B2B,"[""specialist"", ""senior specialist""]"
Agent/Agentka Obsługi Pasażerskiej,Technical Sales & B2B,"[""junior specialist""]"
Agent / Agentka Ochrony,Marketing & Creative,"[""manual worker""]"
Agent / Agentka ochrony na obiekcie przemysłowym,Marketing & Creative,"[""manual worker""]"
Agent / Agentka ochrony na obiektach biurowych,Marketing & Creative,"[""manual worker""]"
Agent / Agentka Operatora Telekomunikacyjnego - Reprezentant Handlowy / Reprezentantka Handlowa,Finance & Banking,"[""specialist""]"
Agent / Agentka - Pośrednik / Pośredniczka nieruchomości,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent / Agentka - Pośrednik / Pośredniczka w obrocie nieruchomościami,Technical Sales & B2B,"[""specialist""]"
Agent/Agentka Reklamacji Bagażowych,Technical Sales & B2B,"[""junior specialist""]"
Agent / Agentka Sprzedaży na Rynek Polski,Finance & Banking,"[""junior specialist"", ""specialist""]"
Agent / Agentka Ubezpieczeń na Życie,Finance & Banking,"[""specialist""]"
Agent / Agentka Ubezpieczeń PZU SA – Program „Mocny Start”,Finance & Banking,"[""specialist""]"
Agent / Agentka w obrocie nieruchomościami,Technical Sales & B2B,"[""specialist""]"
Agent / Agentka w obrocie nieruchomościami,Construction & Real Estate,"[""specialist""]"
Agent / Agentka wynajmu aut – Rent a car,Technical Sales & B2B,"[""manual worker""]"
Agent Call Center,Marketing & Creative,"[""assistant""]"
Agent Celny / Agentka Celna,Logistics & Supply Chain,"[""specialist"", ""senior specialist""]"
Agent Celny / Agentka Celna,Logistics & Supply Chain,"[""specialist""]"
Agent celny / Agentka celna,Logistics & Supply Chain,"[""specialist""]"
Agent Celny (k/m),Logistics & Supply Chain,"[""specialist""]"
Agent celny (k/m),Logistics & Supply Chain,"[""specialist""]"
Agent Celny (k/m/x),Logistics & Supply Chain,"[""specialist""]"
Agent Celny (m/k),Finance & Banking,"[""specialist""]"
Agent Celny - Specjalista ds. celnych,Logistics & Supply Chain,"[""specialist""]"
Agent Celny - Specjalista / Specjalistka ds. celnych,Logistics & Supply Chain,"[""specialist""]"
Agent ds. Relacji z Gośćmi (Guest Relations),Hospitality & Gastronomy,"[""manual worker""]"
Agent ds. Transportu Morskiego w UPS SCS Polska (m/k/x),Logistics & Supply Chain,"[""junior specialist""]"
Agent ds. Wsparcia Operacji (k/m),Logistics & Supply Chain,"[""junior specialist""]"
Agent ds. wynajmu samochodów,Logistics & Supply Chain,"[""manual worker""]"
Agent Front Office,Customer Service & Admin,"[""manual worker""]"
Agent handlowy,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent in Back Office Post Exchange - M/F/D,Marketing & Creative,"[""specialist""]"
Agent/ka na obiekcie handlowym - system dzienny i 24/48,Marketing & Creative,"[""manual worker""]"
Agent/ka Obsługi Pasażerskiej - Kasjer Biletowy,Customer Service & Admin,"[""junior specialist""]"
Agent/ka ochrony na obiektach handlowych,Marketing & Creative,"[""manual worker""]"
Agent Nieruchomości / Agentka Nieruchomości,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent Nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent nieruchomości - Doradca ds. nieruchomości (m/k),Technical Sales & B2B,"[""specialist"", ""senior specialist""]"
Agent nieruchomości - Doradca ds. nieruchomości (m/k),Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent nieruchomości - Doradca ds. sprzedaży i wynajmu nieruchomości,Construction & Real Estate,"[""specialist""]"
Agent nieruchomości - Doradca ds. sprzedaży i wynajmu nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent nieruchomości - Doradca ds. sprzedaży i wynajmu nieruchomości,Construction & Real Estate,"[""junior specialist"", ""specialist""]"
"Agent Nieruchomości / Doradca ds. Sprzedaży, Wynajmu i Zarządzania Nieruchomościami (m/k)",Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent nieruchomości / Doradca ds. sprzedaży - wynajmu nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent nieruchomości - Junior Pośrednik w obrocie nieruchomościami,Technical Sales & B2B,"[""junior specialist""]"
Agent Nieruchomości (k/m/n),Technical Sales & B2B,"[""specialist""]"
Agent Nieruchomości,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent nieruchomości - Pośrednik w obrocie nieruchomościami,Construction & Real Estate,"[""specialist""]"
Agent nieruchomości - Pośrednik w obrocie nieruchomościami,Technical Sales & B2B,"[""specialist""]"
Agent nieruchomości - Pośrednik w obrocie nieruchomościami (k/m),Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent nieruchomości - Pośrednik w obrocie nieruchomościami,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent nieruchomości Premium - Doradca ds. Nieruchomości Premium,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent Nieruchomości Premium (k/m),Technical Sales & B2B,"[""specialist""]"
Agent nieruchomości / Real Estate Agent (M/K),Technical Sales & B2B,"[""specialist"", ""senior specialist""]"
Agent nieruchomości,Technical Sales & B2B,"[""specialist""]"
Agent nieruchomości,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent Obsługi Lotniskowej – Lider (k/m),Logistics & Supply Chain,"[""specialist""]"
Agent Obsługi Pasażerskiej,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Agent Obsługi Pasażerskiej,Technical Sales & B2B,"[""specialist""]"
Agent Obsługi Pasażerskiej - Płytowej,Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
